event_id,event_description
8926,It is nighttime and subject driver is approaching a toll booth.  The lead vehicle quickly slows down to try and change into the right lane and the subject driver is slow to respond to the lead vehicle slowing down.
8927,"The subject driver is stopped in a parking lot traffic lane, waiting for the lead vehicle to back out of a parking spot.  The lead vehicle backs into the subject's vehicle."
8928,"Subject driver is distracted by glancing at his rear-view mirror and does not see when the lead vehicle stops.  When the subject does look up and sees the stopped lead vehicle, he quickly steers into the left lane to avoid hitting the lead vehicle in the rear and cuts off a vehicle in that lane.  Inopportune glance."
8929,Subject driver is drowsy and lead vehicle is slowing down and then stops in front of subject's vehicle.  Subject driver is slow to respond to the lead vehicle.
8930,It is night time and the subject driver appears drowsy.  The lead vehicle has come to a stop in front of her and the subject driver is slow to react.
8931,Subject driver is talking and laughing with passengers in vehicle and the vehicle runs off the road on the right.
8932,Subject driver is drowsy and the lead vehicle is decelerating at a faster rate than the subject driver is initially ware of.
8933,The subject had to brake hard when traffic comes to an abrupt stop in front of her.  The following vehicle has to brake hard  to avoid hitting the subject's vehicle.
8934,"The subject and a van are turning left at a traffic signal. The van, which is in the adjacent  left lane makes a wide turn and comes over the subject vehicle lane. The subject had to brake and steer to the right."
8935,Subject driver is drowsy and driving at a slow rate of speed and decelerating along with the lead vehicle.  The subject driver removes his hat at the same time that the lead vehicle stops in front of him.
8936,Subject driver appears drowsy and drifts off the right side of the road.  A passenger in the adjacent seat grabs the wheel and steers the vehicle back onto the road.
8937,"Subject vehicle is traveling in a middle lane when a van comes out of a parking lot into the right adjacent lane but crosses the subject's right lane line, nearly sideswiping the subject vehicle."
8938,"The subject driver is changing the radio station when the lead vehicle  brakes.  The subject driver must brake hard to avoid hitting the lead vehicle.  There is no video of the subject driver's face, so you can't tell if there is an inopportune glance."
8939,It is dawn and there is a lot of glare.  The lead vehicle has slowed to a stop and the subject driver is slow to react.  She must brake harder to avoid hitting the lead vehicle.
8940,The subject driver is at a stop light and the following vehicle is approaching the intersection at a fast rate of speed.  The following vehicle  hits the subject vehicle in the rear.
8941,The subject driver is slowing down for  a stop light and a following vehicle is approaching the intersection at a fast rate of speed.  The following vehicle hits the back of the subject's vehicle apparently on purpose to get his attention.  Soon after in the video you see the subject get out of his vehicle and trade vehicles with the driver of the following vehicle.
8942,"It is night time and subject driver is in heavy traffic at an intersection, when an oncoming vehicle turns left in front of the subject driver.  Subject driver must apply brake to avoid hitting the turning vehicle."
8943,"It is night time and a vehicle in front of the subject driver turns right.  Once that vehicle turns right, the subject driver can see another lead vehicle from a cross street turning right onto the subject driver's roadway.  The subject driver must brake suddenly to avoid the lead vehicle that has just entered the roadway."
8944,It is night time and the subject driver is glancing in his rear view mirror when the lead vehicle applies his brakes.  Subject driver must quickly apply his brakes to avoid a hitting the lead vehicle.
8945,It is night time and the subject driver keeps glancing in his rear view mirror while the lead vehicle is coming to a sudden stop ahead of him.  The subject driver must brake hard to avoid hitting the lead vehicle.
8946,Subject driver is drowsy and is behind a stopped lead vehicle (preparing to turn left at an intersection).  Subject vehicle is drifting forward while subject is distracted by dancing to music and nodding his head with eyes partially closed.  Subject vehicle hits lead vehicle in the rear.
8947,Subject driver is driving with a passenger in the adjacent seat and biting her fingernails.  The subject driver seems distressed about the conversation.  The lead vehicle is in the adjacent right lane and tries to pull out in front of the subject's vehicle.  The subject driver must quickly put on her brakes to avoid hitting the lead vehicle.
8948,Subject driver appears drowsy and is looking at a book he has placed near the steering wheel while driving in a construction zone.  The road curves to the right and the vehicle runs off the right side of the path created by the  construction barrels.
8949,"Subject driver is driving on a residential street with a passenger in the adjacent seat, when a dog crosses from right to left in front of the subject's vehicle.  The subject driver suddenly applies to brakes to avoid hitting the dog."
8950,"Subject is changing lanes from the right to the adjacent left lane and crosses the left lane line into the left lane, nearly cutting off a truck in the left lane."
8951,It is night time and the subject driver is driving on a two lane undivided roadway when a vehicle starts to enter the roadway from the left.  The driver brakes and then the other vehicle stops to let the subject driver go.
8952,The video starts with the subject driver slowing and stopping because the lead vehicle is stopped in front of him.  The following vehicle must slow and stop quickly to avoid hitting the subject's vehicle.
8953,Subject begins to change from the left to the adjacent right lane and checks the right window view as he is crossing the right lane line to change lanes.  Subject sees a vehicle proceeding in the adjacent lane and brakes and steers left to avoid sideswiping the vehicle in the right lane.
8954,"Subject driver is driving on a divided two lane roadway.  He is glancing out the left window to try and change into the left lane. When he starts to change lanes, the lead vehicle in the left lane applies his brakes.  The subject driver then applies his brakes and steers a little back into the right lane.  the lead vehicle in the right lane has also applied his brakes.  so the subject driver then changes back into the left lane.  The subject driver almost rear ended the lead vehicle in the left lane when he first tried to get over and the lead vehicle in the right lane."
8955,Subject driver appears drowsy and the vehicle runs off the road and hits the curb on the right.
8956,"It is night time and the subject driver is merging onto an interstate.  Although she is glancing in her mirrors, she still cuts off the following vehicle in the lane the subject driver is merging onto.  She also merges over the solid line, not waiting to the line to end and merge legally."
8957,Subject is drowsy and swerves to possibly avoid something in the road or a pothole and begins to drive toward the right adjacent lane where a line of traffic is stopped.  Subject steers left back into his lane to avoid sideswiping a stopped bus in the adjacent lane.
8958,It is dusk and subject driver is driving a constant speed when the lead vehicle in the right hand lane tries to change into the lane in front of the subject driver.  The lead vehicle stops after encroaching into the subject driver's lane. and the subject driver must apply his brakes and steer to the left to avoid hitting the lead vehicle.
8959,"Subject driver is trying to get into the right lane where there is a line of traffic.  He starts to pull into the right lane, glances out his right window, and the motorcycle in front of him in the right lane applies his brakes.  The subject driver must apply his brakes and steer to the left a little bit  to keep from hitting the motorcycle.  Inopportune glance."
8960,"It is night time and the subject driver is trying to merge onto a roadway.  He has to stop at a stop sign first, and he does a ""rolling stop"" and then proceeds to merge onto the roadway.  He is driving slowly and then stops.  The following vehicle hits him."
8961,Subject driving is driving in the rain and the roadway takes an unusual jog to the right.  Driver 2 has crossed over the lane line a little into subject driver's lane.  Subject driver steers to the right a little to avoid a collision.
8962,Subject driver has a passenger in the adjacent seat and  is traveling in the left lane of a 4-lane interstate and begins to cross the right lane line to change into the adjacent right lane.  Subject does not see a car approaching fast in the adjacent lane until he nearly sideswipes that vehicle.  Subject steers back into the left lane and the other vehicle steers right to avoid the collision.
8963,Subject vehicle is going around a curve in icy conditions and is going too fast for the situation.  The vehicle begins to rotate to the left and partially crosses the left lane line in to the adjacent left lane.  Subject steers to regain control and get back into the right lane to avoid sideswiping the vehicle in the adjacent left lane.  There is a passenger in the subject vehicle.
8964,Subject driver loses control of vehicle in the snow/ice.  The vehicle spins 180 degrees counter clockwise while moving longitudinally  and laterally and the passenger side of the vehicle nearly hits the guardrail off of the opposite side of the road.
8965,It is night time and the subject driver is approaching a stopped line of vehicles in front of her.  She switches into the right lane and almost rear ends the lead vehicle in the line of vehicles in her original lane.
8966,"It is raining and the lead vehicle changes lanes, revealing a stopped vehicle in front of the subject driver.  She changes to the right lane where there is a pickup truck that she cuts off when she changes into his lane."
8967,The subject driver has just changed into a left lane and is accelerating when the lead vehicle in the adjacent lane tries to cut in front of her.  Subject driver puts on brakes and sounds horn.  The lead vehicle continues to cross over into the subject vehicle's lane.
8968,Subject is merging from a right lane entrance ramp and does not see the vehicle in the adjacent left lane-subject is distracted by picking at her face and is drowsy.  Subject begins to cross her left lane line and must steer right to avoid sideswiping the vehicle in the left lane.
8969,Subject driver had changed lanes and was starting to accelerate.  She is also sucking on the side of her thumb.  The lead vehicle was trying to avoid a vehicle that was pulling out of a parking lot and swerved into our subject's lane right in front of the subject driver.
8970,"Subject is merging from a long right lane entrance ramp, and picking at her fingernails.   There is a Federal Express truck in the lane into which the merge is being made.  Subject does not appear to see the truck until the subject nearly sideswipes the truck (the truck can not move into the adjacent left lane due to traffic), so the subject vehicle drives onto the shoulder until the truck passes."
8971,The subject driver starts to decelerate due to slower vehicles up ahead.  The following vehicle must decelerate rapidly to avoid hitting the subject's vehicle.
8972,Subject driver is looking at/for unknown object  near the passenger seat.  The road curves to the right and the vehicle goes off the right edge of the road.
8973,Subject driver falls asleep while driving and the vehicle runs off the road on the right.
8974,"Subject driver is holding a cell phone and the subject vehicle is in right lane behind a truck, with another vehicle coming up in the left adjacent lane.  Subject vehicle changes into the left lane too closely behind that vehicle passing in that lane, nearly sideswiping the other vehicle."
8975,"Subject driver is driving at a fast rate of speed and starts to get in the right hand lane of a two lane divided road to pass a van (leading vehicle) on the right.  The leading vehicle moves into the right lane as well, and the subject driver then changes back into the left lane to pass the leading vehicle."
8976,"Subject driver is accelerating on a four lane non-divided roadway, but there is a parked car up ahead in the subject driver's lane.  He tries to merge into the left lane while looking in his left side mirror and while doing so the lead vehicle in the left lane applies his brakes.  Inopportune glance."
8977,The subject driver is glancing away from the forward roadway when the lead vehicle applies his brakes.  The subject driver must suddenly apply his brakes to keep from hitting the lead vehicle.  Inopportune glance.
8978,Subject driver appears drowsy and reaches for a package of gum while traveling through an intersection.  The vehicle nearly hits the median post-intersection.
8979,"It is raining and the lead vehicle changes lanes into a left turn only lane.  When that lead vehicle changes lanes, he reveals a line of stopped vehicles.  The subject driver must suddenly apply his brakes to keep from hitting the new lead vehicle in his lane."
8980,It is night time and the subject driver is looking at something in his hand with both hands off of the wheel.  The lead vehicle starts to decelerate at a faster rate than the subject driver was initially aware of.  Inopportune glance.
8981,"Subject driver is drowsy and does not realize that the lead vehicle has stopped early enough, so has to stop suddenly to avoid hitting the lead vehicle in the rear.  The following vehicle (behind subject vehicle) had to brake hard to avoid hitting the subject vehicle in the rear."
8982,Subject driver is talking on the phone and speeding.  The road curves to the right and the vehicle hits the curb on the right.
8983,"Subject driver is examining his wrist and driving with cell phone on his lap.  While he is looking at his wrist, the roadway curves to the left and the vehicle goes off the right side of the road."
8984,"Subject driver is on an interstate in the far left hand lane, when the lead vehicle in the middle lane tries to change lanes directly in front of the subject driver.  The subject driver must brake hard and steer to the left a little to avoid the lead vehicle."
8985,Subject driver is drowsy and is stopped in a line of vehicles.  The lead vehicle starts to move forward a little bit.  The subject driver does as well but at a faster rate of speed than the lead vehicle and must suddenly apply his brakes to keep from hitting the lead vehicle.
8986,Subject driver is dancing and singing when the lead vehicle applies his brakes.  The subject driver must suddenly apply his brakes to avoid hitting the lead vehicle.
8987,Subject driver is looking out the front windshield at something in the distance and not the forward roadway when the lead vehicle applies his brakes.  The subject driver must quickly apply his brakes and steer to the left a little to not hit the lead vehicle.  Inopportune glance.
8988,The subject driver must decelerate and then stop due to a stopped vehicle up ahead.  The following vehicle must decelerate rapidly and stop to avoid hitting the subject's vehicle.
8989,"It is raining and the subject driver has just changed into a right lane and is trying to change into another right lane, when the lead vehicle in the subject driver's current lane applies his brakes.  The driver is looking forward when the lead vehicle applies his brakes, but the subject driver then glances in her rear view mirror to try and get over to another lane. inopportune glance."
8990,"It's at night and subject driver is driving over the crest of a hill talking to her passengers and is a little in the opposite lane. When she gets to the crest of the hill, she sees the other vehicle's lights and moves back into her lane.  Before this incident, the video shows her swerving a little bit into the opposite lane at times.  Later in the video it shows her dropping off her two passengers."
8991,Subject is distracted by talking on a cell phone and looking at the rear-view mirror.  Subject vehicle changes lanes along with the lead vehicle and realizes too late that the lead vehicle has slowed down.  Subject vehicle brakes to avoid hitting the lead vehicle in the rear.
8992,Subject driver is driving on a two lane undivided roadway with parked vehicles lanes on either side of the roadway.  The lead vehicle is stopped and straddling the park lane and the driving lane.  The subject driver approaches this vehicle and the lead vehicle begins to pull forward.  The subject driver has to apply her brakes suddenly to avoid hitting the lead vehicle.
8993,"Subject vehicle is following lead vehicle, and lead vehicle stops.  Subject is drowsy and is distracted by scratching her face. Subject is looking at lead vehicle, but is slow to react and has to brake hard to avoid hitting lead vehicle in the rear."
8994,"Subject vehicle is in left lane when a vehicle in the adjacent right lane (in stopped traffic) starts to cross the subject's right lane line to cut in front of the subject vehicle.  Subject brakes to avoid the sideswipe, and the vehicle following the subject vehicle also brakes to avoid hitting the subject vehicle in the rear."
8995,It is raining and the subject driver starts to change into a newer formed left turn lane and realizes he might not be able to stop in time to avoid the lead vehicle.  He abruptly puts on his brakes and steers to the right to avoid hitting the lead vehicle.
8996,Subject driver is changing into a left hand lane that just formed.  He is driving too fast and doesn't see the stopped vehicle in that left lane.  He must suddenly apply his brakes and steer back into the right lane a little bit to avoid hitting the lead vehicle. the following vehicle must steer a little to the right as well to avoid hitting the subject driver.
8997,It is night time and the subject driver is talking on his cell phone when he has to decelerate quickly for a stopped vehicle up ahead.  The following vehicle must decelerate rapidly as well to avoid hitting the lead vehicle.
8998,It is night time and the subject driver is changing into a newly formed left turn lane.  He is traveling too fast.  The lead vehicle in the right hand lane is a little over the dotted line and the subject driver must suddenly apply his brakes and steer to the left to avoid hitting the lead vehicle.
8999,Subject driver has cell phone in his right hand and is turning left at an intersection.  He cuts the left corner and hits the median on the street he turns onto.  The median consists of a small island just at the edge of the intersection and does not continue on down the road.
9000,Subject driver is holding her cell phone in her lap and seems lost in thought when the lead vehicle starts decelerating at a faster rate than subject driver was initially aware of.
9001,"Subject vehicle is driving toward an intersecting road on the right and a vehicle pulls out of that road and turns into the subject vehicle's path, proceeding onto the subject vehicle's traffic way in the opposite direction.  Subject braked and steered right to avoid a collision."
9002,"Subject is driving aggressively trying to change from the left to adjacent right lane and crosses over his right lane line, nearly sideswiping a vehicle in that lane.  The other vehicle steered slightly right and the subject vehicle steered back into the left lane to avoid the collision."
9003,Subject driver is whistling while approaching an intersection and Driver 2 traveling in opposite direction had already started to make left hand turn across the subject drivers path.  Subject driver decelerates a little bit and steers a little to his left to avoid hitting turning vehicle.  The light is green the whole time and it is raining.
9004,Subject driver must suddenly apply his brakes when the lead vehicle pulls out in front of him from a side street.  There is no video of the interior of the vehicle and the lower half of the driver's face is not visible.
9005,"Subject vehicle is approaching a signalized intersection when a stopped vehicle in the adjacent left lane with its right turn signal on begins to cross over the subject's left lane line.  Subject brakes to avoid the sideswipe, then the other vehicle steers back into the left lane and proceeds in the left lane.  There is no video of the driver's face or the vehicle interior."
9006,Subject driver is driving on a one lane divided roadway .  A vehicle to her right starts to merge onto her roadway.  She must brake and steer to the left to avoid hitting the vehicle.
9007,Subject driver glances at a vehicle on the right side of roadway and drifts over the yellow line into on-coming traffic a little bit. Vehicle 2 is approaching from the opposite direction.
9008,"Subject vehicle is approaching an intersection and turns right without stopping.  Unsure whether subject had a red light, yield, etc. Vehicle from perpendicular intersecting road makes a u-turn to proceed in the same lane and direction as intended path of subject vehicle.  Subject brakes to avoid a collision with the vehicle making a u-turn."
9009,It is night time and the lead vehicle has slowed down and is making a right hand turn.  The subject driver doesn't respond to the lead vehicle slowing down enough and must suddenly apply his brakes to avoid hitting the lead vehicle.
9010,"Subject driver is in the left hand lane of a 4 lane undivided roadway.  The lead vehicle is in the right hand lane.  When traffic starts moving, the lead vehicle changes into the left hand lane in front of the subject driver.  The subject driver must suddenly apply his brakes to avoid hitting the lead vehicle."
9011,It is raining the subject driver is accelerating on a 3 lane one-way roadway.  The lead vehicle in the right lane cuts in front of the subject's vehicle.
9012,Subject driver is holding a cup in her right hand and turning right at an intersection.  She cuts the corner and hits the curb on the right side.
9013,Subject driver is checking traffic out her left window to see if she can make a right turn on red.  She starts to move forward and doesn't see the pedestrians that are starting to cross the street  from the right.  The subject driver must suddenly apply her brakes to avoid hitting the people.  Inopportune glance.
9014,It is raining and the subject driver slows down due to slower traffic up ahead.  The following vehicle is driving recklessly cutting in behind her rather close and then the following vehicle must apply his brakes to avoid hitting the subject driver.
9015,"Subject driver is driving toward an intersecting road on the right and a vehicle pulls out of that road and turns into the subject vehicle's path, proceeding onto the subject vehicle's traffic way in the opposite direction.  Subject braked and steered right to avoid a collision."
9016,It is raining and the subject driver is reaching for her cell phone and has just finished eating a french fry.  She is decelerating quickly for a yellow light.  The following vehicle must decelerate quickly and swerve to the left to avoid hitting the subject driver.
9017,Subject driver is approaching a lighted intersection and it appears that she is having difficulty seeing the light due to glare. She brakes suddenly in response to the light and a following vehicle nearly hits the subject vehicle in the rear.
9018,"Subject is distracted by looking out the left window and does not see the lead vehicle stopped in a line of traffic at an intersection.  When she looks back to the front view, she has to brake hard to avoid hitting the lead vehicle in the rear."
9019,"Subject driver is in a parking lot and makes a wide right turn, almost hitting a vehicle that is driving in the opposite direction."
9020,"Subject driver appears fatigued while driving.  As he approaches an intersection, a transit bus is in the adjacent right lane and appears to be pulling out after making a stop.  The front of the bus is slightly in the subject driver's lane.  The subject driver brakes to a stop and a following vehicle that has just changed lanes to pass the bus almost hits the subject vehicle in the rear."
9021,Subject driver appears lost in thought while driving.  Lead vehicle decelerates and subject driver has to brake to avoid hitting the lead vehicle in the rear.
9022,"Subject briefly enters the right exit lane on interstate and then crosses back into adjacent left lane.  Very soon after the lane change, a vehicle from the lane adjacent to the left of the intended lane also crosses the subject's left lane line and cuts in front of the subject vehicle.  Subject brakes and steers slightly right to avoid a sideswipe.  Appears to be more the fault of the other driver, subject was already in the lane."
9023,"Subject driver is at an intersection, smoking a cigarette and waiting to turn left.  The vehicle in front of him proceeds left through the intersection, and the subject looks at the signal light, forward roadway, checks his rearview mirror, and appears to be deciding whether to wait or follow the lead vehicle.  While he is looking in his rearview mirror, the following vehicle hits the subject vehicle in the rear."
9024,There is a passenger in the adjacent seat and subject driver is accelerating and checking her left and right mirrors to change into the left lane when the lead vehicle applies his brakes.  Subject driver must quickly decelerate and changes into the left lane to avoid hitting the lead vehicle.  Inopportune glance.
9025,"Subject driver is following the lead vehicle rather closely when the lead vehicle applies his brakes.  The subject driver does as well, but is following too closelyly, so the subject driver must apply his brakes harder to avoid hitting the lead vehicle."
9026,Subject is traveling on the interstate and is fixing her hair while looking in the center mirror.  A tractor trailer in the left adjacent lane drifts over the subject vehicle's left lane line and the subject brakes and steers right to avoid the sideswipe.  The truck moves back into the left lane.
9027,It is raining and the subject driver is looking through her purse on her lap when the lead vehicle applies his brakes.
9028,"Subject vehicle is following lead vehicle, and lead vehicle stops.  Subject is looking at lead vehicle, but is slow to react and has to brake hard to avoid hitting lead vehicle in the rear.  Vehicle following the subject vehicle has to brake to avoid hitting subject vehicle in the rear."
9029,"The subject driver is passing a parked vehicle on the right side of the roadway, when that vehicle's driver side door opens. The subject driver must steer hard to the left and then right to avoid hitting the car door."
9030,"Subject vehicle is turning left at an intersection when a vehicle from the intersecting street on the right proceeds through intersection, into subject vehicle's path.  Subject vehicle brakes to avoid a collision. Can't tell which vehicle had the right-of- way"
9031,Subject driver is driving with glare in his face.  He is putting down his sun visor when the lead vehicle starts to decelerate at a faster pace than the subject's vehicle.
9032,Subject driver is on the interstate and a vehicle to his right cuts across two lanes of traffic and cuts in front of the subject driver.  Subject driver must apply his brakes to keep from hitting the lead vehicle.
9033,"Subject driver is yawning and appears drowsy.  As the vehicle in front of him slows to a stop at a traffic signal, the subject driver  slows to a stop leaving a very large gap between his vehicle and the lead vehicle.  It appears that a following vehicle was not expecting the subject vehicle to stop so far back from the vehicle in front of the subject vehicle and the following vehicle brakes to avoid hitting the subject vehicle in the rear."
9034,Subject driver is adjusting the radio while traveling through an intersection.  The vehicle nearly hits the median as she approaches it post intersection.
9035,"Subject driver is reading when a vehicle from an intersecting street on the right begins to turn right and enter the lane adjacent to the subject vehicle's lane, crossing over the subject vehicle's right lane line.  The subject brakes and steers slightly left and the other vehicle stops to avoid the collision."
9036,The subject driver is following the lead vehicle a little too close.  The lead vehicle decelerated at a faster rate than the subject driver was initially aware of as they are approaching a light.
9037,"Subject driver is merging onto interstate glancing out her left window.  The lead vehicle who starts out in the left hand lane, merges in front of the subject's vehicle while the subject is glancing at her left hand mirror."
9038,Subject driver is following the lead vehicle a little too close.  The subject driver applies her brakes and then the lead vehicle does as well but at a faster rate than the subject driver does initially.
9039,"Subject driver is on the interstate approaching a line of vehicles waiting to merge onto the interstate.  The lead vehicle is trying to merge in front of the subject's vehicle, but stops when the subject driver sounds her horn."
9040,"Both drivers are in a middle of the road turn right/left median lane.  Subject needs to turn after the place where the other vehicle is, so she has to maneuver around him.  The other vehicle is heading in the opposite direction."
9041,"Subject driver is slowing down to a stop because he sees a person with a baby stroller on the sidewalk on the left side of the street, waiting to cross (there is no crosswalk).  As the subject vehicle is slowing to a stop, a following vehicle rapidly approaches , nearly hitting the subject vehicle in the rear.  The following vehicle is seen in the video, rapidly approaching and steering to the right.  It is unclear from the video if the following vehicle steered to the right shoulder to avoid the subject vehicle.  The subject driver reported that the following vehicle was actually trying to pass him on the right shoulder."
9042,"Vehicle in adjacent left entrance ramp merges into subject vehicle's lane, crossing the subject's left lane line and cutting in front of the subject.  Subject brakes to avoid a sideswipe. Subject appears to be angry with a passenger in the rear seat."
9043,"Subject and another vehicle in adjacent right lane are making a right turn through an intersection and when they begin to proceed on the intended traffic way, the other vehicle crosses the subject's right lane line.  Subject brakes and other vehicle steers right back into its lane to avoid the sideswipe."
9044,Subject driver is talking to a passenger when the lead vehicle decelerates at a faster rate than the subject driver was initially aware of.
9045,Subject driver is driving in a parking lot when the lead vehicle starts to back out of a parking space to the subject driver's right.  The subject driver must brake suddenly to avoid hitting the lead vehicle.
9046,Subject driver falls asleep while driving and the vehicle runs off the road on the right.
9047,Subject driver is coming around a left curve and a lead vehicle is merging in front of the subject driver from his left.  Subject driver must apply his brakes and steer to the right to avoid the lead vehicle.
9048,"Subject vehicle is waiting in the right lane at a red light at an intersection.  When traffic begins to move, the vehicle in the adjacent left lane cuts in front of subject vehicle to get into the subject vehicle's lane.  Subject must brake to avoid hitting the other vehicle in the rear."
9049,"Subject driver is in the right hand lane of a four lane roadway and glances out her left window to change lanes.  When subject driver is looking out her left window, the lead vehicle applies his brakes.  Subject driver must apply her brakes and change into the left lane to avoid hitting the lead vehicle.  Inopportune glance."
9050,"Subject vehicle is driving past a parking lot on the right when a vehicle exits the parking lot and turns across the subject path to make a left turn and proceed in the subject vehicle's traffic way, going the opposite direction.  Subject stopped to avoid a collision."
9051,"Subject vehicle is approaching intersection where lead vehicle is stopped, waiting to turn left.  Subject is drowsy and is distracted by sunlight glare and waits too late to stop.  Subject must brake hard to avoid hitting lead vehicle in the rear."
9052,Subject driver is following the lead vehicle too closely and the lead vehicle applies his brakes.
9053,Subject driver is interacting with her cell phone and adjusting the radio when the lead vehicle quickly comes to a stop in front of her.  Inopportune glance.
9054,"Subject driver is approaching an intersection where a bus (Vehicle 2) is sticking out into the intersection.  Vehicle 3 is traveling towards the subject driver in the opposite lane of a two lane road.  Subject driver steers a little to the left to avoid the bus, and then has to steer right to avoid vehicle 3"
9055,"Subject driver is in stop and go traffic and decides to reach for an object in her car.  While is  reaching for the object, the lead vehicle applies his brakes.  Inopportune glance."
9056,Both the subject driver and the lead vehicle are decelerating when the lead vehicle decelerates at a faster rate than subject driver was initially aware of.
9057,Subject driver is talking on his cell phone via a headset.  The lead vehicle has just pulled in front of the subject driver to get around a stopped vehicle in the right hand lane.  The lead vehicle then slows suddenly to change back into right lane and subject has to brake hard to avoid hitting the lead vehicle.
9058,Subject driver is changing into the right lane (exit lane).  She looks in her rearview mirror as she changes lanes.  A following vehicle rapidly approaches (also changing lanes into the exit lane) and nearly hits the subject vehicle in the rear.
9059,"Both the subject driver and lead vehicle are decelerating when the subject driver glances out his right side window.  When the subject driver glances, the lead vehicle comes to a stop in front of him."
9060,Subject driver appears drowsy and is driving a little fast for the circumstances.  He merges into a opening in a line of vehicles. Once he merges the lead vehicle is stopped and the subject driver must quickly apply his brakes to avoid hitting the lead vehicle.
9061,A left turn lane forms and the lead vehicle gets in that lane as does the subject driver.  The subject driver doesn't seem to realize that the lead vehicle is decelerating as quickly as it is and the subject driver is slow to respond.
9062,"subject vehicle is preparing to change into the lane adjacent and to the right and subject checks his center mirror then his blind spot.  As he is doing this, a van changes into the intended lane from the far right lane and subject begins to change into that lane, nearly sideswiping the van now in the lane.  Subject brakes and steers left back into the original lane. Inopportune glance."
9063,Subject vehicle is traveling to the left of an entrance ramp and a tanker truck is preparing to enter the interstate.  The truck crosses over the subject vehicle's right lane line to merge and the subject must brake to avoid sideswiping the truck.
9064,"Subject vehicle is traveling in the far left lane of a 3-lane highway and is preparing to cross the right lane line to change into the middle lane.  At about the same time, a vehicle in the far right lane also begins to change into the middle lane.  Subject must steer back into the left lane to avoid sideswiping the other vehicle."
9065,Subject driver is on a entrance ramp onto an interstate.  He starts to glance in his left mirror to look for a spot to merge into traffic when the lead vehicle applies his brakes.
9066,"Oncoming vehicle begins to cross the subject vehicle's left lane line in order to turn across the path of the subject vehicle. Subject and oncoming vehicle stop to avoid the collision, and the subject and let the oncoming vehicle pass across its path to enter the intersecting road."
9067,"Subject driver is driving in stop and go traffic and adjusting the radio.  She brakes suddenly, coming to a stop. A following vehicle nearly hits the subject vehicle in the rear.  The subject driver reported that an insect was flying in the car, scaring her and causing her to brake suddenly."
9068,"Subject driver is driving with a passenger in the adjacent seat, when a vehicle from a driveway on the right begins to turn right and enter the subject vehicle's lane.  The turning vehicle  crosses over the subject vehicle's right lane line.  The subject brakes and steers slightly left and the other vehicle stops to avoid the collision."
9069,Subject driver is glancing out her left window and talking to a passenger in the vehicle when the lead vehicle applies his brakes.  Inopportune glance.
9070,Subject driver is apparently speeding and glances out his left window and does not see the lead vehicle stopped ahead.  He must suddenly brake and steer to the left to get around the stopped lead vehicle.
9071,"Subject driver is behind a lead vehicle and glances down to look at food in her hand.  As the lead vehicle swerves to the left, she sees an object in the roadway (can't tell what the object is from the video) and runs over it.  The subject told investigators that she was not feeling well at the time of the event and that the object on the road was a bunch of cables."
9072,"Subject vehicle is traveling in the right lane and a vehicle in the left adjacent lane begins to change into the right lane as the subject vehicle is passing.  The subject appears to honk the horn and the other vehicle steers left, back into their lane, to avoid sideswiping the subject vehicle."
9073,Subject driver is driving through an intersection in the left lane.  Another vehicle turns right on red onto the road in front of subject  vehicle (turns into the left lane in front of subject vehicle rather than into the adjacent right lane).  The subject vehicle nearly hits the lead vehicle in the rear.
9074,Subject driver is braking and looking in her rearview mirror as she approaches a line of stopped vehicles .  A following vehicle rapidly approaches and nearly hits the subject vehicle in the rear before the subject vehicle comes to a complete stop.
9075,"Subject vehicle makes a turn at an intersection onto a 2-lane road in the right lane, and a school bus makes the turn in the left lane, beside the subject vehicle.  The school bus begins to cross over the subject's left lane line when the vehicles are on the 2- lane, and the subject must brake to avoid sideswiping the bus.  The bus slows and then continues in the left lane again."
9076,"Subject driver starts to turn left out of a parking lot on to a side street and is looking out her right window to make sure she can get onto roadway.  Vehicle 2 has turned left out of a parking lot across the street and is pulling into subject driver's lane, when the two vehicles hit each other.  Inopportune glance."
9077,Subject driver is dialing her cell phone and glancing down at the phone when the lead vehicle applies his brakes.  Inopportune glance.
9078,Subject driver is parallel parked between two vehicles.  He looks out left window as he begins to leave the parking space and enter traffic.  He pulls out in front of a vehicle and that following vehicle nearly hits the subject vehicle in the rear.
9079,Subject driver looks at left mirror as she begins to change into the left lane.  She cuts off a truck in the left lane and the following vehicle nearly hits the subject vehicle in the rear.
9080,"Subject driver glances out her left window while both she and the lead vehicle are decelerating because the lead vehicle is going to make a right hand turn.  When the  subject driver glances out the left window, the lead vehicle decelerates at a faster rate and the subject driver must suddenly decelerate more quickly to avoid hitting the lead vehicle."
9081,Subject driver appears drowsy and the vehicle runs off the road on the right side and almost hits a telephone pole.
9082,Subject driver is exceeding speed limit as he approaches a slower lead vehicle making a left turn at an intersection.  Subject vehicle nearly hits the lead vehicle in the rear and then proceeds through intersection and into the wrong lane on the opposite side.
9083,"Subject is traveling in right middle lane and begins to change into the far right lane while adjusting the radio.  Subject does not signal or check the blind spot.  When subject vehicle crosses the right lane line, there is a vehicle in the right lane and the subject must steer left to avoid sideswiping the other vehicle."
